time_stamp,snap_shot,State,Abbr,Cases,Range
2022-07-20,2022-07-21 21 25 09,South Dakota,SD,1,1 to 2
2022-07-20,2022-07-21 21 25 09,Tennessee,TN,16,1 to 2
2022-07-20,2022-07-21 21 25 09,Texas,TX,61,1 to 2
2022-07-20,2022-07-21 21 25 09,Utah,UT,11,1 to 2
2022-07-20,2022-07-21 21 25 09,Virginia,VA,40,1 to 2
2022-07-20,2022-07-21 21 25 09,Washington,WA,53,1 to 2
2022-07-20,2022-07-21 21 25 09,West Virginia,WV,1,1 to 2
2022-07-20,2022-07-21 21 25 09,Wisconsin,WI,6,1 to 2
2022-07-20,2022-07-21 21 25 09,Non-US Resident,Non-US Resident,3,1 to 2
2022-07-11,2022-07-11 23 07 31,Arizona,AZ,3,1 to 2
2022-07-11,2022-07-11 23 07 31,Arkansas,AR,1,1 to 2
2022-07-11,2022-07-11 23 07 31,California,CA,136,1 to 2
2022-07-11,2022-07-11 23 07 31,Colorado,CO,9,1 to 2
2022-07-11,2022-07-11 23 07 31,Connecticut,CT,1,1 to 2
2022-07-11,2022-07-11 23 07 31,District of Columbia,DC,60,1 to 2
2022-07-11,2022-07-11 23 07 31,Florida,FL,72,1 to 2
2022-07-11,2022-07-11 23 07 31,Georgia,GA,19,1 to 2
2022-07-11,2022-07-11 23 07 31,Hawaii,HI,6,1 to 2
2022-07-11,2022-07-11 23 07 31,Idaho,ID,1,1 to 2
2022-07-11,2022-07-11 23 07 31,Illinois,IL,91,1 to 2
2022-07-11,2022-07-11 23 07 31,Indiana,IN,5,1 to 2
2022-07-11,2022-07-11 23 07 31,Iowa,IA,1,1 to 2
2022-07-11,2022-07-11 23 07 31,Kentucky,KY,2,1 to 2
2022-07-11,2022-07-11 23 07 31,Maryland,MD,14,1 to 2
2022-07-11,2022-07-11 23 07 31,Massachusetts,MA,30,1 to 2
2022-07-11,2022-07-11 23 07 31,Michigan,MI,2,1 to 2
2022-07-11,2022-07-11 23 07 31,Minnesota,MN,8,1 to 2
2022-07-11,2022-07-11 23 07 31,Missouri,MO,3,1 to 2
2022-07-11,2022-07-11 23 07 31,Nebraska,NE,1,1 to 2
2022-07-11,2022-07-11 23 07 31,Nevada,NV,4,1 to 2
2022-07-11,2022-07-11 23 07 31,New Hampshire,NH,1,1 to 2
2022-07-11,2022-07-11 23 07 31,New Jersey,NJ,8,1 to 2
2022-07-11,2022-07-11 23 07 31,New York,NY,131,1 to 2
2022-07-11,2022-07-11 23 07 31,North Carolina,NC,3,1 to 2
2022-07-11,2022-07-11 23 07 31,Ohio,OH,3,1 to 2
2022-07-11,2022-07-11 23 07 31,Oklahoma,OK,2,1 to 2
2022-07-11,2022-07-11 23 07 31,Oregon,OR,5,1 to 2
2022-07-11,2022-07-11 23 07 31,Pennsylvania,PA,16,1 to 2
2022-07-11,2022-07-11 23 07 31,Puerto Rico,PR,1,1 to 2
2022-07-11,2022-07-11 23 07 31,Rhode Island,RI,1,1 to 2
2022-07-11,2022-07-11 23 07 31,Texas,TX,23,1 to 2
2022-07-11,2022-07-11 23 07 31,Utah,UT,6,1 to 2
2022-07-11,2022-07-11 23 07 31,Virginia,VA,17,1 to 2
2022-07-11,2022-07-11 23 07 31,Washington,WA,10,1 to 2
2022-07-11,2022-07-11 23 07 31,Wisconsin,WI,1,1 to 2
2022-07-11,2022-07-11 23 07 31,Non U.S. resident in the U.S.,Non U.S. resident in the U.S.,3,1 to 2
2022-07-01,2022-07-01 21 54 39,Arizona,AZ,1,1 to 2
2022-07-01,2022-07-01 21 54 39,California,CA,66,1 to 2
2022-07-01,2022-07-01 21 54 39,Colorado,CO,7,1 to 2
2022-07-01,2022-07-01 21 54 39,District of Columbia,DC,20,1 to 2
2022-07-01,2022-07-01 21 54 39,Florida,FL,27,1 to 2
2022-07-01,2022-07-01 21 54 39,Georgia,GA,7,1 to 2
2022-07-01,2022-07-01 21 54 39,Hawaii,HI,6,1 to 2
2022-07-01,2022-07-01 21 54 39,Illinois,IL,45,1 to 2
2022-07-01,2022-07-01 21 54 39,Indiana,IN,2,1 to 2
2022-07-01,2022-07-01 21 54 39,Kentucky,KY,1,1 to 2
2022-07-01,2022-07-01 21 54 39,Maryland,MD,5,1 to 2
2022-07-01,2022-07-01 21 54 39,Massachusetts,MA,13,1 to 2
2022-07-01,2022-07-01 21 54 39,Minnesota,MN,2,1 to 2
2022-07-01,2022-07-01 21 54 39,Missouri,MO,2,1 to 2
2022-07-01,2022-07-01 21 54 39,Nebraska,NE,1,1 to 2
2022-07-01,2022-07-01 21 54 39,Nevada,NV,2,1 to 2
2022-07-01,2022-07-01 21 54 39,New Jersey,NJ,2,1 to 2
2022-07-01,2022-07-01 21 54 39,New York,NY,63,1 to 2
2022-07-01,2022-07-01 21 54 39,North Carolina,NC,2,1 to 2
2022-07-01,2022-07-01 21 54 39,Ohio,OH,2,1 to 2
2022-07-01,2022-07-01 21 54 39,Oklahoma,OK,2,1 to 2
2022-07-01,2022-07-01 21 54 39,Oregon,OR,1,1 to 2
2022-07-01,2022-07-01 21 54 39,Pennsylvania,PA,4,1 to 2
2022-07-01,2022-07-01 21 54 39,Rhode Island,RI,1,1 to 2
2022-07-01,2022-07-01 21 54 39,Texas,TX,7,1 to 2
2022-07-01,2022-07-01 21 54 39,Utah,UT,4,1 to 2
2022-07-01,2022-07-01 21 54 39,Virginia,VA,3,1 to 2
2022-07-01,2022-07-01 21 54 39,Washington,WA,6,1 to 2
2022-07-01,2022-07-01 21 54 39,Non U.S. resident in the U.S.,Non U.S. resident in the U.S.,2,1 to 2
2022-06-22,2022-06-22 22 25 05,Arizona,AZ,1,1 to 2
2022-06-22,2022-06-22 22 25 05,California,CA,40,1 to 2
2022-06-22,2022-06-22 22 25 05,Colorado,CO,5,1 to 2
2022-06-22,2022-06-22 22 25 05,District of Columbia,DC,4,1 to 2
2022-06-22,2022-06-22 22 25 05,Florida,FL,16,1 to 2
2022-06-22,2022-06-22 22 25 05,Georgia,GA,5,1 to 2
2022-06-22,2022-06-22 22 25 05,Hawaii,HI,5,1 to 2
2022-06-22,2022-06-22 22 25 05,Illinois,IL,19,1 to 2
2022-06-22,2022-06-22 22 25 05,Indiana,IN,2,1 to 2
2022-06-22,2022-06-22 22 25 05,Maryland,MD,3,1 to 2
2022-06-22,2022-06-22 22 25 05,Massachusetts,MA,9,1 to 2
2022-06-22,2022-06-22 22 25 05,Missouri,MO,2,1 to 2
2022-06-22,2022-06-22 22 25 05,Nevada,NV,1,1 to 2
2022-06-22,2022-06-22 22 25 05,New Jersey,NJ,1,1 to 2
2022-06-22,2022-06-22 22 25 05,New York,NY,22,1 to 2
2022-06-22,2022-06-22 22 25 05,Ohio,OH,1,1 to 2
2022-06-22,2022-06-22 22 25 05,Oklahoma,OK,2,1 to 2
2022-06-22,2022-06-22 22 25 05,Oregon,OR,1,1 to 2
2022-06-22,2022-06-22 22 25 05,Pennsylvania,PA,2,1 to 2
2022-06-22,2022-06-22 22 25 05,Rhode Island,RI,1,1 to 2
2022-06-22,2022-06-22 22 25 05,Texas,TX,4,1 to 2
2022-06-22,2022-06-22 22 25 05,Utah,UT,3,1 to 2
2022-06-22,2022-06-22 22 25 05,Virginia,VA,1,1 to 2
2022-06-22,2022-06-22 22 25 05,Washington,WA,4,1 to 2
2022-06-22,2022-06-22 22 25 05,Non U.S. resident in the U.S.,Non U.S. resident in the U.S.,2,1 to 2
2022-07-06,2022-07-06 23 53 22,Arizona,AZ,1,1 to 2
2022-07-06,2022-07-06 23 53 22,Arkansas,AR,1,1 to 2
2022-07-06,2022-07-06 23 53 22,California,CA,111,1 to 2
2022-07-06,2022-07-06 23 53 22,Colorado,CO,7,1 to 2
2022-07-06,2022-07-06 23 53 22,Connecticut,CT,1,1 to 2
2022-07-06,2022-07-06 23 53 22,District of Columbia,DC,53,1 to 2
2022-07-06,2022-07-06 23 53 22,Florida,FL,64,1 to 2
2022-07-06,2022-07-06 23 53 22,Georgia,GA,13,1 to 2
2022-07-06,2022-07-06 23 53 22,Hawaii,HI,6,1 to 2
2022-07-06,2022-07-06 23 53 22,Illinois,IL,62,1 to 2
2022-07-06,2022-07-06 23 53 22,Indiana,IN,5,1 to 2
2022-07-06,2022-07-06 23 53 22,Iowa,IA,1,1 to 2
2022-07-06,2022-07-06 23 53 22,Kentucky,KY,2,1 to 2
2022-07-06,2022-07-06 23 53 22,Maryland,MD,9,1 to 2
2022-07-06,2022-07-06 23 53 22,Massachusetts,MA,29,1 to 2
2022-07-06,2022-07-06 23 53 22,Michigan,MI,1,1 to 2
2022-07-06,2022-07-06 23 53 22,Minnesota,MN,6,1 to 2
2022-07-06,2022-07-06 23 53 22,Missouri,MO,3,1 to 2
2022-07-06,2022-07-06 23 53 22,Nebraska,NE,1,1 to 2
2022-07-06,2022-07-06 23 53 22,Nevada,NV,2,1 to 2
2022-07-06,2022-07-06 23 53 22,New Hampshire,NH,1,1 to 2
2022-07-06,2022-07-06 23 53 22,New Jersey,NJ,7,1 to 2
2022-07-06,2022-07-06 23 53 22,New York,NY,96,1 to 2
2022-07-06,2022-07-06 23 53 22,North Carolina,NC,2,1 to 2
2022-07-06,2022-07-06 23 53 22,Ohio,OH,3,1 to 2
2022-07-06,2022-07-06 23 53 22,Oklahoma,OK,2,1 to 2
2022-07-06,2022-07-06 23 53 22,Oregon,OR,3,1 to 2
2022-07-06,2022-07-06 23 53 22,Pennsylvania,PA,17,1 to 2
2022-07-06,2022-07-06 23 53 22,Puerto Rico,PR,1,1 to 2
2022-07-06,2022-07-06 23 53 22,Rhode Island,RI,1,1 to 2
2022-07-06,2022-07-06 23 53 22,Texas,TX,20,1 to 2
2022-07-06,2022-07-06 23 53 22,Utah,UT,5,1 to 2
2022-07-06,2022-07-06 23 53 22,Virginia,VA,13,1 to 2
2022-07-06,2022-07-06 23 53 22,Washington,WA,7,1 to 2
2022-07-06,2022-07-06 23 53 22,Wisconsin,WI,1,1 to 2
2022-07-06,2022-07-06 23 53 22,Non U.S. resident in the U.S.,Non U.S. resident in the U.S.,3,1 to 2
2022-07-01,2022-07-04 22 35 14,Arizona,AZ,1,1 to 2
2022-07-01,2022-07-04 22 35 14,Arkansas,AR,1,1 to 2
2022-07-01,2022-07-04 22 35 14,California,CA,111,1 to 2
2022-07-01,2022-07-04 22 35 14,Colorado,CO,7,1 to 2
2022-07-01,2022-07-04 22 35 14,Connecticut,CT,1,1 to 2
2022-07-01,2022-07-04 22 35 14,District of Columbia,DC,53,1 to 2
2022-07-01,2022-07-04 22 35 14,Florida,FL,64,1 to 2
2022-07-01,2022-07-04 22 35 14,Georgia,GA,13,1 to 2
2022-07-01,2022-07-04 22 35 14,Hawaii,HI,6,1 to 2
2022-07-01,2022-07-04 22 35 14,Illinois,IL,62,1 to 2
2022-07-01,2022-07-04 22 35 14,Indiana,IN,5,1 to 2
2022-07-01,2022-07-04 22 35 14,Iowa,IA,1,1 to 2
2022-07-01,2022-07-04 22 35 14,Kentucky,KY,2,1 to 2
2022-07-01,2022-07-04 22 35 14,Maryland,MD,9,1 to 2
2022-07-01,2022-07-04 22 35 14,Massachusetts,MA,29,1 to 2
2022-07-01,2022-07-04 22 35 14,Michigan,MI,1,1 to 2
2022-07-01,2022-07-04 22 35 14,Minnesota,MN,6,1 to 2
2022-07-01,2022-07-04 22 35 14,Missouri,MO,3,1 to 2
2022-07-01,2022-07-04 22 35 14,Nebraska,NE,1,1 to 2
2022-07-01,2022-07-04 22 35 14,Nevada,NV,2,1 to 2
2022-07-01,2022-07-04 22 35 14,New Hampshire,NH,1,1 to 2
2022-07-01,2022-07-04 22 35 14,New Jersey,NJ,7,1 to 2
2022-07-01,2022-07-04 22 35 14,New York,NY,96,1 to 2
2022-07-01,2022-07-04 22 35 14,North Carolina,NC,2,1 to 2
2022-07-01,2022-07-04 22 35 14,Ohio,OH,3,1 to 2
2022-07-01,2022-07-04 22 35 14,Oklahoma,OK,2,1 to 2
2022-07-01,2022-07-04 22 35 14,Oregon,OR,3,1 to 2
2022-07-01,2022-07-04 22 35 14,Pennsylvania,PA,17,1 to 2
2022-07-01,2022-07-04 22 35 14,Puerto Rico,PR,1,1 to 2
2022-07-01,2022-07-04 22 35 14,Rhode Island,RI,1,1 to 2
2022-07-01,2022-07-04 22 35 14,Texas,TX,20,1 to 2
2022-07-01,2022-07-04 22 35 14,Utah,UT,5,1 to 2
2022-07-01,2022-07-04 22 35 14,Virginia,VA,13,1 to 2
2022-07-01,2022-07-04 22 35 14,Washington,WA,7,1 to 2
2022-07-01,2022-07-04 22 35 14,Wisconsin,WI,1,1 to 2
2022-07-01,2022-07-04 22 35 14,Non U.S. resident in the U.S.,Non U.S. resident in the U.S.,3,1 to 2
2022-06-29,2022-06-29 23 37 50,Arizona,AZ,1,1 to 2
2022-06-29,2022-06-29 23 37 50,California,CA,66,1 to 2
2022-06-29,2022-06-29 23 37 50,Colorado,CO,7,1 to 2
2022-06-29,2022-06-29 23 37 50,District of Columbia,DC,20,1 to 2
2022-06-29,2022-06-29 23 37 50,Florida,FL,27,1 to 2
2022-06-29,2022-06-29 23 37 50,Georgia,GA,7,1 to 2
2022-06-29,2022-06-29 23 37 50,Hawaii,HI,6,1 to 2
2022-06-29,2022-06-29 23 37 50,Illinois,IL,45,1 to 2
2022-06-29,2022-06-29 23 37 50,Indiana,IN,2,1 to 2
2022-06-29,2022-06-29 23 37 50,Kentucky,KY,1,1 to 2
2022-06-29,2022-06-29 23 37 50,Maryland,MD,5,1 to 2
2022-06-29,2022-06-29 23 37 50,Massachusetts,MA,13,1 to 2
2022-06-29,2022-06-29 23 37 50,Minnesota,MN,2,1 to 2
2022-06-29,2022-06-29 23 37 50,Missouri,MO,2,1 to 2
2022-06-29,2022-06-29 23 37 50,Nebraska,NE,1,1 to 2
2022-06-29,2022-06-29 23 37 50,Nevada,NV,2,1 to 2
2022-06-29,2022-06-29 23 37 50,New Jersey,NJ,2,1 to 2
2022-06-29,2022-06-29 23 37 50,New York,NY,63,1 to 2
2022-06-29,2022-06-29 23 37 50,North Carolina,NC,2,1 to 2
2022-06-29,2022-06-29 23 37 50,Ohio,OH,2,1 to 2
2022-06-29,2022-06-29 23 37 50,Oklahoma,OK,2,1 to 2
2022-06-29,2022-06-29 23 37 50,Oregon,OR,1,1 to 2
2022-06-29,2022-06-29 23 37 50,Pennsylvania,PA,4,1 to 2
2022-06-29,2022-06-29 23 37 50,Rhode Island,RI,1,1 to 2
2022-06-29,2022-06-29 23 37 50,Texas,TX,7,1 to 2
2022-06-29,2022-06-29 23 37 50,Utah,UT,4,1 to 2
2022-06-29,2022-06-29 23 37 50,Virginia,VA,3,1 to 2
2022-06-29,2022-06-29 23 37 50,Washington,WA,6,1 to 2
2022-06-29,2022-06-29 23 37 50,Non U.S. resident in the U.S.,Non U.S. resident in the U.S.,2,1 to 2
2022-07-15,2022-07-15 23 52 29,Alabama,AL,2,1 to 2
2022-07-15,2022-07-15 23 52 29,Arizona,AZ,11,1 to 2
2022-07-15,2022-07-15 23 52 29,Arkansas,AR,2,1 to 2
2022-07-15,2022-07-15 23 52 29,California,CA,266,1 to 2
2022-07-15,2022-07-15 23 52 29,Colorado,CO,20,1 to 2
2022-07-15,2022-07-15 23 52 29,Connecticut,CT,12,1 to 2
2022-07-15,2022-07-15 23 52 29,Delaware,DE,1,1 to 2
2022-07-15,2022-07-15 23 52 29,District of Columbia,DC,108,1 to 2
2022-07-15,2022-07-15 23 52 29,Florida,FL,154,1 to 2
2022-07-15,2022-07-15 23 52 29,Georgia,GA,93,1 to 2
2022-07-15,2022-07-15 23 52 29,Hawaii,HI,8,1 to 2
2022-07-15,2022-07-15 23 52 29,Idaho,ID,1,1 to 2
2022-07-15,2022-07-15 23 52 29,Illinois,IL,174,1 to 2
2022-07-15,2022-07-15 23 52 29,Indiana,IN,11,1 to 2
2022-07-15,2022-07-15 23 52 29,Iowa,IA,3,1 to 2
2022-07-15,2022-07-15 23 52 29,Kansas,KS,1,
2022-07-15,2022-07-15 23 52 29,Kentucky,KY,3,1 to 2
2022-07-15,2022-07-15 23 52 29,Louisiana,LA,6,1 to 2
2022-07-15,2022-07-15 23 52 29,Maryland,MD,37,1 to 2
2022-07-15,2022-07-15 23 52 29,Massachusetts,MA,51,1 to 2
2022-07-15,2022-07-15 23 52 29,Michigan,MI,13,1 to 2
2022-07-15,2022-07-15 23 52 29,Minnesota,MN,12,1 to 2
2022-07-15,2022-07-15 23 52 29,Missouri,MO,4,1 to 2
2022-07-15,2022-07-15 23 52 29,Nebraska,NE,2,1 to 2
2022-07-15,2022-07-15 23 52 29,Nevada,NV,6,1 to 2
2022-07-15,2022-07-15 23 52 29,New Hampshire,NH,1,1 to 2
2022-07-15,2022-07-15 23 52 29,New Jersey,NJ,31,1 to 2
2022-07-15,2022-07-15 23 52 29,New Mexico,NM,5,1 to 2
2022-07-15,2022-07-15 23 52 29,New York,NY,489,1 to 2
2022-07-15,2022-07-15 23 52 29,North Carolina,NC,13,1 to 2
2022-07-15,2022-07-15 23 52 29,Ohio,OH,7,1 to 2
2022-07-15,2022-07-15 23 52 29,Oklahoma,OK,3,1 to 2
2022-07-15,2022-07-15 23 52 29,Oregon,OR,21,1 to 2
2022-07-15,2022-07-15 23 52 29,Pennsylvania,PA,43,1 to 2
2022-07-15,2022-07-15 23 52 29,Puerto Rico,PR,4,1 to 2
2022-07-15,2022-07-15 23 52 29,Rhode Island,RI,4,1 to 2
2022-07-15,2022-07-15 23 52 29,South Carolina,SC,4,1 to 2
2022-07-15,2022-07-15 23 52 29,South Dakota,SD,1,1 to 2
2022-07-15,2022-07-15 23 52 29,Tennessee,TN,6,1 to 2
2022-07-15,2022-07-15 23 52 29,Texas,TX,76,1 to 2
2022-07-15,2022-07-15 23 52 29,Utah,UT,13,1 to 2
2022-07-15,2022-07-15 23 52 29,Virginia,VA,44,1 to 2
2022-07-15,2022-07-15 23 52 29,Washington,WA,41,1 to 2
2022-07-15,2022-07-15 23 52 29,West Virginia,WV,1,1 to 2
2022-07-15,2022-07-15 23 52 29,Wisconsin,WI,6,1 to 2
2022-07-26,2022-07-26 23 57 29,Alabama,AL,5,1 to 2
2022-07-26,2022-07-26 23 57 29,Arizona,AZ,35,1 to 2
2022-07-26,2022-07-26 23 57 29,Arkansas,AR,4,1 to 2
2022-07-26,2022-07-26 23 57 29,California,CA,356,1 to 2
2022-07-26,2022-07-26 23 57 29,Colorado,CO,53,1 to 2
2022-07-26,2022-07-26 23 57 29,Connecticut,CT,24,1 to 2
2022-07-26,2022-07-26 23 57 29,Delaware,DE,3,1 to 2
2022-07-26,2022-07-26 23 57 29,District of Columbia,DC,191,1 to 2
2022-07-26,2022-07-26 23 57 29,Florida,FL,309,1 to 2
2022-07-26,2022-07-26 23 57 29,Georgia,GA,289,1 to 2
2022-07-26,2022-07-26 23 57 29,Hawaii,HI,10,1 to 2
2022-07-26,2022-07-26 23 57 29,Idaho,ID,2,1 to 2
2022-07-26,2022-07-26 23 57 29,Illinois,IL,350,1 to 2
2022-07-26,2022-07-26 23 57 29,Indiana,IN,33,1 to 2
2022-07-26,2022-07-26 23 57 29,Iowa,IA,8,1 to 2
2022-07-26,2022-07-26 23 57 29,Kansas,KS,1,1 to 2
2022-07-26,2022-07-26 23 57 29,Kentucky,KY,6,1 to 2
2022-07-26,2022-07-26 23 57 29,Louisiana,LA,26,1 to 2
2022-07-26,2022-07-26 23 57 29,Maine,ME,1,1 to 2
2022-07-26,2022-07-26 23 57 29,Maryland,MD,91,1 to 2
2022-07-26,2022-07-26 23 57 29,Massachusetts,MA,96,1 to 2
2022-07-26,2022-07-26 23 57 29,Michigan,MI,24,1 to 2
2022-07-26,2022-07-26 23 57 29,Minnesota,MN,25,1 to 2
2022-07-26,2022-07-26 23 57 29,Mississippi,MS,1,1 to 2
2022-07-26,2022-07-26 23 57 29,Missouri,MO,5,1 to 2
2022-07-26,2022-07-26 23 57 29,Nebraska,NE,5,1 to 2
2022-07-26,2022-07-26 23 57 29,Nevada,NV,11,1 to 2
2022-07-26,2022-07-26 23 57 29,New Hampshire,NH,6,1 to 2
2022-07-26,2022-07-26 23 57 29,New Jersey,NJ,89,1 to 2
2022-07-26,2022-07-26 23 57 29,New Mexico,NM,7,1 to 2
2022-07-26,2022-07-26 23 57 29,New York,NY,900,1 to 2
2022-07-26,2022-07-26 23 57 29,North Carolina,NC,38,1 to 2
2022-07-26,2022-07-26 23 57 29,North Dakota,ND,1,1 to 2
2022-07-26,2022-07-26 23 57 29,Ohio,OH,17,1 to 2
2022-07-26,2022-07-26 23 57 29,Oklahoma,OK,8,1 to 2
2022-07-26,2022-07-26 23 57 29,Oregon,OR,40,1 to 2
2022-07-26,2022-07-26 23 57 29,Pennsylvania,PA,95,1 to 2
2022-07-26,2022-07-26 23 57 29,Puerto Rico,PR,10,1 to 2
2022-07-26,2022-07-26 23 57 29,Rhode Island,RI,13,1 to 2
2022-07-26,2022-07-26 23 57 29,South Carolina,SC,12,1 to 2
2022-07-26,2022-07-26 23 57 29,South Dakota,SD,1,1 to 2
2022-07-26,2022-07-26 23 57 29,Tennessee,TN,20,1 to 2
2022-07-26,2022-07-26 23 57 29,Texas,TX,223,1 to 2
2022-07-26,2022-07-26 23 57 29,Utah,UT,22,1 to 2
2022-07-26,2022-07-26 23 57 29,Virginia,VA,40,1 to 2
2022-07-26,2022-07-26 23 57 29,Washington,WA,69,1 to 2
2022-07-26,2022-07-26 23 57 29,West Virginia,WV,1,1 to 2
2022-07-26,2022-07-26 23 57 29,Wisconsin,WI,12,1 to 2
2022-07-26,2022-07-26 23 57 29,Non-US Resident,Non-US Resident,3,1 to 2
2022-07-22,2022-07-24 21 44 19,Alabama,AL,4,1 to 2
2022-07-22,2022-07-24 21 44 19,Arizona,AZ,29,1 to 2
2022-07-22,2022-07-24 21 44 19,Arkansas,AR,3,1 to 2
2022-07-22,2022-07-24 21 44 19,California,CA,356,1 to 2
2022-07-22,2022-07-24 21 44 19,Colorado,CO,47,1 to 2
2022-07-22,2022-07-24 21 44 19,Connecticut,CT,19,1 to 2
2022-07-22,2022-07-24 21 44 19,Delaware,DE,3,1 to 2
2022-07-22,2022-07-24 21 44 19,District of Columbia,DC,110,1 to 2
2022-07-22,2022-07-24 21 44 19,Florida,FL,247,1 to 2
2022-07-22,2022-07-24 21 44 19,Georgia,GA,211,1 to 2
2022-07-22,2022-07-24 21 44 19,Hawaii,HI,8,1 to 2
2022-07-22,2022-07-24 21 44 19,Idaho,ID,2,1 to 2
2022-07-22,2022-07-24 21 44 19,Illinois,IL,238,1 to 2
2022-07-22,2022-07-24 21 44 19,Indiana,IN,31,1 to 2
2022-07-22,2022-07-24 21 44 19,Iowa,IA,6,1 to 2
2022-07-22,2022-07-24 21 44 19,Kansas,KS,2,1 to 2
2022-07-22,2022-07-24 21 44 19,Kentucky,KY,4,1 to 2
2022-07-22,2022-07-24 21 44 19,Louisiana,LA,21,1 to 2
2022-07-22,2022-07-24 21 44 19,Maryland,MD,71,1 to 2
2022-07-22,2022-07-24 21 44 19,Massachusetts,MA,79,1 to 2
2022-07-22,2022-07-24 21 44 19,Michigan,MI,27,1 to 2
2022-07-22,2022-07-24 21 44 19,Minnesota,MN,19,1 to 2
2022-07-22,2022-07-24 21 44 19,Missouri,MO,5,1 to 2
2022-07-22,2022-07-24 21 44 19,Nebraska,NE,5,1 to 2
2022-07-22,2022-07-24 21 44 19,Nevada,NV,8,1 to 2
2022-07-22,2022-07-24 21 44 19,New Hampshire,NH,3,1 to 2
2022-07-22,2022-07-24 21 44 19,New Jersey,NJ,41,1 to 2
2022-07-22,2022-07-24 21 44 19,New Mexico,NM,7,1 to 2
2022-07-22,2022-07-24 21 44 19,New York,NY,900,1 to 2
2022-07-22,2022-07-24 21 44 19,North Carolina,NC,13,1 to 2
2022-07-22,2022-07-24 21 44 19,North Dakota,ND,1,1 to 2
2022-07-22,2022-07-24 21 44 19,Ohio,OH,4,1 to 2
2022-07-22,2022-07-24 21 44 19,Oklahoma,OK,4,1 to 2
2022-07-22,2022-07-24 21 44 19,Oregon,OR,36,1 to 2
2022-07-22,2022-07-24 21 44 19,Pennsylvania,PA,55,1 to 2
2022-07-22,2022-07-24 21 44 19,Puerto Rico,PR,10,1 to 2
2022-07-22,2022-07-24 21 44 19,Rhode Island,RI,9,1 to 2
2022-07-22,2022-07-24 21 44 19,South Carolina,SC,7,1 to 2
2022-07-22,2022-07-24 21 44 19,South Dakota,SD,1,1 to 2
2022-07-22,2022-07-24 21 44 19,Tennessee,TN,15,1 to 2
2022-07-22,2022-07-24 21 44 19,Texas,TX,107,1 to 2
2022-07-22,2022-07-24 21 44 19,Utah,UT,13,1 to 2
2022-07-22,2022-07-24 21 44 19,Virginia,VA,40,1 to 2
2022-07-22,2022-07-24 21 44 19,Washington,WA,60,1 to 2
2022-07-22,2022-07-24 21 44 19,West Virginia,WV,1,1 to 2
2022-07-22,2022-07-24 21 44 19,Wisconsin,WI,6,1 to 2
2022-07-22,2022-07-24 21 44 19,Non-US Resident,Non-US Resident,3,1 to 2
2022-06-23,2022-06-26 23 51 15,Arizona,AZ,1,1 to 2
2022-06-23,2022-06-26 23 51 15,California,CA,66,1 to 2
2022-06-23,2022-06-26 23 51 15,Colorado,CO,7,1 to 2
2022-06-23,2022-06-26 23 51 15,District of Columbia,DC,20,1 to 2
2022-06-23,2022-06-26 23 51 15,Florida,FL,27,1 to 2
2022-06-23,2022-06-26 23 51 15,Georgia,GA,7,1 to 2
2022-06-23,2022-06-26 23 51 15,Hawaii,HI,6,1 to 2
2022-06-23,2022-06-26 23 51 15,Illinois,IL,45,1 to 2
2022-06-23,2022-06-26 23 51 15,Indiana,IN,2,1 to 2
2022-06-23,2022-06-26 23 51 15,Kentucky,KY,1,1 to 2
2022-06-23,2022-06-26 23 51 15,Maryland,MD,5,1 to 2
2022-06-23,2022-06-26 23 51 15,Massachusetts,MA,13,1 to 2
2022-06-23,2022-06-26 23 51 15,Minnesota,MN,2,1 to 2
2022-06-23,2022-06-26 23 51 15,Missouri,MO,2,1 to 2
2022-06-23,2022-06-26 23 51 15,Nebraska,NE,1,1 to 2
2022-06-23,2022-06-26 23 51 15,Nevada,NV,2,1 to 2
2022-06-23,2022-06-26 23 51 15,New Jersey,NJ,2,1 to 2
2022-06-23,2022-06-26 23 51 15,New York,NY,63,1 to 2
2022-06-23,2022-06-26 23 51 15,North Carolina,NC,2,1 to 2
2022-06-23,2022-06-26 23 51 15,Ohio,OH,2,1 to 2
2022-06-23,2022-06-26 23 51 15,Oklahoma,OK,2,1 to 2
2022-06-23,2022-06-26 23 51 15,Oregon,OR,1,1 to 2
2022-06-23,2022-06-26 23 51 15,Pennsylvania,PA,4,1 to 2
2022-06-23,2022-06-26 23 51 15,Rhode Island,RI,1,1 to 2
2022-06-23,2022-06-26 23 51 15,Texas,TX,7,1 to 2
2022-06-23,2022-06-26 23 51 15,Utah,UT,4,1 to 2
2022-06-23,2022-06-26 23 51 15,Virginia,VA,3,1 to 2
2022-06-23,2022-06-26 23 51 15,Washington,WA,6,1 to 2
2022-06-23,2022-06-26 23 51 15,Non U.S. resident in the U.S.,Non U.S. resident in the U.S.,2,1 to 2
2022-06-17,2022-06-20 23 54 03,Arizona,AZ,1,1 to 2
2022-06-17,2022-06-20 23 54 03,California,CA,24,1 to 2
2022-06-17,2022-06-20 23 54 03,Colorado,CO,5,1 to 2
2022-06-17,2022-06-20 23 54 03,District of Columbia,DC,4,1 to 2
2022-06-17,2022-06-20 23 54 03,Florida,FL,10,1 to 2
2022-06-17,2022-06-20 23 54 03,Georgia,GA,3,1 to 2
2022-06-17,2022-06-20 23 54 03,Hawaii,HI,5,1 to 2
